district_name,district_geoid,median_household_income,median_family_income,labor_force_pct,unemployment_pct,uninsured_pct,snap_pct,owner_occ_pct,renter_occ_pct,median_home_value
"Concrete School District, WA",5301660,68080,79347,NA,9.3,5.3,24.2,79.1,20.9,304100
"Conway School District, WA",5301680,115221,129813,NA,1,2.2,6.6,79.2,20.8,642300
"Cosmopolis School District, WA",5301710,70776,83375,NA,10.3,4,14.8,79.7,20.3,274100
"Coulee-Hartline School District, WA",5303440,52188,64506,NA,5.1,3.9,8,78.5,21.5,160500
"Coupeville School District, WA",5301800,83086,96643,NA,3.8,3,5.7,85.9,14.1,514700
"Crescent School District, WA",5301830,51875,88438,NA,5.9,11.8,14.8,84.4,15.6,323600
"Creston School District, WA",5301860,71429,88819,NA,8.8,2.6,3.1,93.5,6.5,275700
"Curlew School District, WA",5301890,65556,95294,NA,4.4,4.4,10,80.7,19.3,301000
"Cusick School District, WA",5301920,54809,82639,NA,12.3,4.8,14.6,82.8,17.2,272000
"Damman School District, WA",5301950,119115,128750,NA,3.5,3.7,0.3,78.4,21.6,562500
"Darrington School District, WA",5301980,75000,97794,NA,5.7,6.1,16.7,79.3,20.7,366900
"Davenport School District, WA",5302010,77552,83207,NA,4.2,1.9,6.7,79.3,20.7,273300
"Dayton School District, WA",5302040,69224,96591,NA,3.2,8.3,12.3,75.8,24.2,228500
"Deer Park School District, WA",5302070,64444,85089,NA,8.7,7,20.5,81,19,338900
"Dieringer School District, WA",5302130,131583,158066,NA,2.6,3.6,3,83.1,16.9,683200
"Dixie School District, WA",5302160,93750,131250,NA,4.2,4.6,7.1,87.4,12.6,329200
"East Valley School District (Spokane), WA",5302280,64042,79412,NA,3.4,4.9,18.9,64.3,35.7,333700
"East Valley School District (Yakima), WA",5305370,88953,94311,NA,1.8,7,9.5,71.5,28.5,304500
"Eastmont School District, WA",5302310,85849,95970,NA,4.6,10.2,9.8,72,28,394300
"Easton School District, WA",5302340,90625,151667,NA,7,7.2,7.3,83.6,16.4,604900
"Eatonville School District, WA",5302370,111483,115995,NA,5.2,4.6,10.8,85.7,14.3,451200
"Edmonds School District, WA",5302400,101186,121394,NA,4,7.9,8,62.2,37.8,656300
"Ellensburg School District, WA",5302460,60127,92603,NA,7.1,4.7,12.9,49.7,50.3,382100
"Elma School District, WA",5302490,71525,87684,NA,8.3,4.6,15.1,79.7,20.3,312600
"Endicott School District, WA",5302520,51447,53571,NA,6.6,4.4,25.4,62.7,37.3,170500
"Entiat School District, WA",5302550,87125,104833,NA,5.1,9.4,13.1,77.2,22.8,311500
"Enumclaw School District, WA",5300001,113809,134940,NA,3.4,4.9,6.4,80,20,554300
"Ephrata School District, WA",5302610,66312,75729,NA,4,7.3,12.6,69.8,30.2,228900
"Evaline School District, WA",5302640,72679,79688,NA,5.3,4.5,12,89,11,320800
"Everett School District, WA",5302670,100237,120543,NA,5,5.7,11.9,63,37,591700
"Evergreen School District (Clark), WA",5302700,81583,91642,NA,5.7,6.6,11.5,62.4,37.6,410800
"Evergreen School District (Stevens), WA",5302730,46667,73750,NA,2.5,9.1,10,77,23,266200
"Federal Way School District, WA",5302820,85940,97993,NA,6.1,7.8,15.4,60.4,39.6,463700
"Ferndale School District, WA",5302850,85235,91731,NA,5.2,8.8,12,78.4,21.6,472200
"Fife Public Schools, WA",5302880,92270,108750,NA,4.7,7.5,8.9,56.2,43.8,459700
"Finley School District, WA",5302910,82063,80806,NA,6.3,11.9,22.7,75.2,24.8,269400
"Franklin Pierce School District, WA",5302940,72660,83123,NA,6.2,8.5,18.5,59.7,40.3,355400
"Freeman School District, WA",5302970,140424,153393,NA,3.4,4.4,2.4,91.1,8.9,512700
"Garfield School District, WA",5303000,70625,83646,NA,2.5,2,19.1,81.9,18.1,187900
"Glenwood School District, WA",5303030,71429,75313,NA,2.9,7.1,11.1,78.1,21.9,267600
"Goldendale School District, WA",5303090,55545,70833,NA,11.9,6.9,17.6,68.8,31.2,217700
"Grand Coulee Dam School District, WA",5303130,61644,86602,NA,7.2,7.4,15.9,70.2,29.8,211200
"Grandview School District, WA",5303150,63141,60982,NA,4.4,23.4,27.2,59.1,40.9,223800
"Granger School District, WA",5303180,56552,63676,NA,15.6,19,37.6,55.6,44.4,180800
"Granite Falls School District, WA",5303210,92746,103551,NA,3.3,5.2,8,85,15,459200
"Grapeview School District, WA",5303240,89542,107516,NA,3.4,4.2,11.2,87.1,12.9,455600
"Great Northern School District, WA",5303270,66297,66510,NA,3.1,11.2,17,63.9,36.1,361800
"Green Mountain School District, WA",5303300,83750,92917,NA,5.8,1.6,11.3,89.1,10.9,458500
"Griffin School District, WA",5303330,113876,135521,NA,9.1,3,3.9,88.8,11.2,544300
"Harrington School District, WA",5303360,40781,69375,NA,4.8,4.4,11,73.3,26.7,203900
"Highland School District, WA",5303510,64737,63750,NA,2.5,16.7,13.9,67.3,32.7,250000
"Highline School District, WA",5303540,82653,94798,NA,5.9,9.7,13.6,55.1,44.9,530400
"Hockinson School District, WA",5303570,120952,129185,NA,3,3,5.3,92.3,7.7,639900
"Hood Canal School District, WA",5303600,76452,86691,NA,6.7,4.1,12.8,85.8,14.2,308500
"Hoquiam School District, WA",5303660,52351,67886,NA,8.2,6.8,24.4,62.8,37.2,174100
"Inchelium School District, WA",5300002,41333,61250,NA,14.6,9.8,30.4,60.5,39.5,187500
"Index School District, WA",5303720,64375,74464,NA,6.9,12.5,15.2,91.9,8.1,293300
"Issaquah School District, WA",5303750,166372,193770,NA,3,2.2,3.6,72.8,27.2,995500
"Kahlotus School District, WA",5303780,64167,NA,NA,10.3,5.1,19.2,75.6,24.4,165600
"Kalama School District, WA",5303810,105938,135833,NA,4.1,6.4,7.2,77.1,22.9,419600
"Keller School District, WA",5303870,50039,70037,NA,5.8,8.5,30.4,72.6,27.4,141500
"Kelso School District, WA",5300003,70784,78540,NA,7.2,6.2,18.1,70.5,29.5,313700
"Kennewick School District, WA",5303930,77607,90980,NA,4.5,8.7,15.2,66.2,33.8,334500
"Kent School District, WA",5303960,102657,112384,NA,6.1,7.1,13.1,64.9,35.1,533600
"Kettle Falls School District, WA",5303990,58622,71484,NA,1.6,6.3,11.2,80.7,19.3,240300
"Kiona-Benton School District, WA",5304020,68139,77292,NA,5.1,12.3,22.3,83,17,260900
"Kittitas School District, WA",5304050,85918,105592,NA,2.5,4.2,8.7,82.3,17.7,379400
"Klickitat School District, WA",5304080,48000,60179,NA,16.4,7.9,14.7,81,19,222400
"La Center School District, WA",5304170,105048,112363,NA,3.3,4.1,7.3,87.9,12.1,515500
"La Conner School District, WA",5304110,83500,101118,NA,5.4,6.6,8.8,77.3,22.7,448600
"LaCrosse School District, WA",5304150,42500,45385,NA,0,5,20.7,84.1,15.9,122900
"Lake Chelan School District, WA",5301200,69293,75714,NA,4.6,20.5,9.1,65,35,401400
"Lake Quinault School District, WA",5307050,54213,81364,NA,7.1,11.2,10.1,87.2,12.8,183300
"Lake Stevens School District, WA",5304200,114720,119325,NA,4.9,4.2,6.9,78.7,21.3,538000
"Lake Washington School District, WA",5304230,159811,191470,NA,4.3,3.7,3.1,62.3,37.7,1024200
"Lakewood School District, WA",5304260,81354,101858,NA,4.6,6.1,12.7,68.7,31.3,487600
"Lamont School District, WA",5304290,52188,NA,NA,0,13.3,9.5,94.3,5.7,99300
"Liberty School District, WA",5304380,79167,104068,NA,4.3,5.4,11.6,85.4,14.6,391900
"Lind School District, WA",5304410,73456,73971,NA,3,18.9,13.5,73.3,26.7,171700
"Longview Public Schools, WA",5304470,60022,78418,NA,4.9,6.1,21.2,57.7,42.3,316100
"Loon Lake School District, WA",5304500,73988,82614,NA,1.2,3.2,7.8,92.5,7.5,345800
"Lopez School District, WA",5304530,70288,87589,NA,2.5,8,5.6,79.4,20.6,604800
"Lyle School District, WA",5304590,56250,69676,NA,10.1,8.1,20.3,73.4,26.6,391900
"Lynden School District, WA",5304620,86105,105145,NA,3.9,8.5,10.5,64.6,35.4,474700
"Mabton School District, WA",5304650,69444,68194,NA,9.4,19.9,27.2,60.2,39.8,179000
"Mansfield School District, WA",5304710,63776,80536,NA,1.7,5,22.8,60.6,39.4,226700
"Manson School District, WA",5304740,59621,63153,NA,4.4,27.9,4,60.8,39.2,499300
"Mary M. Knight School District, WA",5304800,60114,85625,NA,21.6,4.5,26.3,72.1,27.9,334700
"Mary Walker School District, WA",5304830,49073,50375,NA,9.9,13.8,21.6,72.1,27.9,200400
"Marysville School District, WA",5304860,98490,110013,NA,4.3,5.4,9.1,75.3,24.7,458300
"McCleary School District, WA",5304890,74148,87457,NA,5.2,6.7,15.4,84.1,15.9,317400
"Mead School District, WA",5304920,87779,105301,NA,4.7,3.5,9.2,72,28,414400
"Medical Lake School District, WA",5304950,83224,91452,NA,2.8,2.7,9,66.7,33.3,303400
"Mercer Island School District, WA",5304980,190985,250001,NA,2.6,2.1,1.8,68,32,1683600
"Meridian School District, WA",5305010,94601,110060,NA,4.7,4.9,12.6,75.2,24.8,475500
"Methow Valley School District, WA",5305020,69353,88271,NA,6.8,8,6.7,72.1,27.9,479000
"Mill A School District, WA",5305040,65625,74375,NA,6.8,5.1,6.9,69.6,30.4,285000
"Monroe School District, WA",5305130,118736,131931,NA,4.2,6.2,5.3,83.2,16.8,621000
"Montesano School District, WA",5305160,70082,80365,NA,2.5,3.6,9.1,75.4,24.6,293800
"Morton School District, WA",5305190,54611,62083,NA,8.9,7.4,13.1,80.7,19.3,258900
"Moses Lake School District, WA",5305220,66940,77553,NA,6,8.1,18.2,62.6,37.4,259800
"Mossyrock School District, WA",5305250,65203,72245,NA,2,6.5,13.4,83.2,16.8,228900
"Mount Adams School District, WA",5305280,63641,63650,NA,10.7,18.9,29.4,62.8,37.2,175400
"Mount Baker School District, WA",5305310,78966,85669,NA,5.4,3.8,17.6,80,20,409500
"Mount Pleasant School District, WA",5305340,90500,126563,NA,6,1.4,11.2,84.3,15.7,575500
"Mount Vernon School District, WA",5305400,73473,89726,NA,5.5,9.2,16.1,65.3,34.7,389900
"Mukilteo School District, WA",5305430,85577,111066,NA,5.2,8.8,12.4,53.7,46.3,573500
"Naches Valley School District, WA",5305460,73804,85000,NA,8,10.9,6.6,77.5,22.5,296200
"Napavine School District, WA",5305490,77813,91045,NA,8.1,5.4,16.4,85.6,14.4,351900
"Naselle-Grays River Valley School District, WA",5305520,57069,69688,NA,4,8.9,14,82.9,17.1,250000
"Nespelem School District, WA",5305550,31250,47917,NA,13.9,20,41.2,67.8,32.2,140000
"Newport School District, WA",5305610,63559,78949,NA,4,5.2,18.2,76,24,295800
"Nine Mile Falls School District, WA",5305640,91090,97386,NA,4,6.6,4.7,96.6,3.4,390200
"Nooksack Valley School District, WA",5305670,81761,91533,NA,5.1,6.5,10.4,68.3,31.7,423400
"North Beach School District, WA",5305700,53532,68255,NA,4.6,9.5,12.2,78.4,21.6,299700
"North Franklin School District, WA",5305730,75000,81133,NA,6.9,22.2,12.8,69.6,30.4,221800
"North Kitsap School District, WA",5305760,99415,120820,NA,3.9,4.2,7.7,78.6,21.4,504700
"North Mason School District, WA",5305790,82310,102044,NA,5.7,5.7,10.7,83.7,16.3,372200
"North River School District, WA",5305820,67750,82143,NA,1.7,6.3,17.1,73.2,26.8,247900
"North Thurston Public Schools, WA",5305850,86240,103929,NA,5.9,5.5,11.1,64.4,35.6,396700
"Northport School District, WA",5305880,41397,76094,NA,1.7,11,24.3,75.1,24.9,232500
"Northshore School District, WA",5305910,142250,164453,NA,3.7,4,3.3,70.8,29.2,843400
"Oak Harbor School District, WA",5305940,72182,84663,NA,6.7,5.2,8.5,57.2,42.8,418800
"Oakesdale School District, WA",5305970,61731,72250,NA,4,5.3,7.6,82.6,17.4,213900
"Oakville School District, WA",5306000,68707,75806,NA,9.5,9.2,20,74.1,25.9,248800
"Ocean Beach School District, WA",5306060,54914,77013,NA,4.6,4.4,12.6,83.2,16.8,279900
"Ocosta School District, WA",5306090,58125,92174,NA,5.6,5.3,20,78.7,21.3,215400
"Odessa School District, WA",5306120,53750,53893,NA,3.2,5,6.8,76.5,23.5,168200
"Okanogan School District, WA",5306150,55472,69886,NA,5.1,7.2,21.4,66.7,33.3,231900
"Olympia School District, WA",5306180,88083,113197,NA,6.1,4.4,12.6,59,41,446100
"Omak School District, WA",5306220,63043,71417,NA,7.8,8.8,21.5,72.8,27.2,253400
"Onalaska School District, WA",5306240,69235,88580,NA,5.5,8.2,18,74.3,25.7,322900
"Onion Creek School District, WA",5306270,23500,47000,NA,12.9,7.5,25,88.4,11.6,226000
"Orcas Island School District, WA",5306300,70393,87083,NA,5,8.8,3.6,78,22,684100
"Orchard Prairie School District, WA",5306330,126500,132292,NA,3.3,8,0,89.2,10.8,485100
"Orient School District, WA",5306360,65391,78583,NA,8.8,3.5,18,92,8,264100
"Orondo School District, WA",5306390,66295,72404,NA,3.3,28.1,4.9,56.8,43.2,620500
"Oroville School District, WA",5306420,42251,58194,NA,2.9,12.5,17.3,76.8,23.2,218100
"Orting School District, WA",5306450,106626,113634,NA,3.9,3.3,6.7,85.2,14.8,438700
"Othello School District, WA",5306480,62835,67500,NA,7.2,18,21.2,62.2,37.8,226000
"Palisades School District, WA",5306510,53750,51786,NA,0.7,19.6,12.9,52.6,47.4,253600
"Palouse School District, WA",5306540,92813,107188,NA,1,1.5,5.9,85.8,14.2,262500
"Pasco School District, WA",5306570,77939,83607,NA,5.6,12.7,21.3,70.1,29.9,319000
"Pateros School District, WA",5306600,76515,77813,NA,8.4,17.5,8,88.4,11.6,294600
"Paterson School District, WA",5306630,93750,123750,NA,1.5,15.9,5.1,60.9,39.1,326700
"Pe Ell School District, WA",5306660,64286,73750,NA,3.9,4.3,16.3,78,22,229500
"Peninsula School District, WA",5306690,115471,137692,NA,3.8,3,4.1,82.5,17.5,608900
"Pioneer School District, WA",5306750,68072,86195,NA,7.8,4.4,14.2,84.1,15.9,351800
"Pomeroy School District, WA",5306780,58583,78276,NA,6.6,4.2,15.9,77.2,22.8,191100
"Port Angeles School District, WA",5306820,65503,81586,NA,5.9,7.6,12.2,66.8,33.2,321400
"Port Townsend School District, WA",5306840,61887,81838,NA,12.7,4.7,10.6,76.3,23.7,465700
"Prescott School District, WA",5306870,74868,79330,NA,6.4,16.9,18.1,37.3,62.7,183000
"Prosser School District, WA",5306900,72953,79833,NA,7.6,12.3,10,63,37,284000
"Pullman School District, WA",5306930,43513,89444,NA,7.9,4.8,7.8,31.8,68.2,377400
"Puyallup School District, WA",5306960,100262,113548,NA,5,5.1,9.5,65.4,34.6,454800
"Queets-Clearwater School District, WA",5301380,48636,51875,NA,5.3,21.7,10.8,48.6,51.4,86300
"Quilcene School District, WA",5306990,56973,77606,NA,7,5.5,7.6,85.4,14.6,344700
"Quillayute Valley School District, WA",5307020,47727,68958,NA,7.4,11.2,27.3,68.2,31.8,194800
"Quincy School District, WA",5307080,75484,80614,NA,2.7,18.2,11.8,64.9,35.1,262700
"Rainier School District, WA",5307110,84837,96295,NA,7.2,2.9,16.8,86.6,13.4,363000
"Raymond School District, WA",5307140,63627,74848,NA,3.2,4,27,81.1,18.9,193700
"Reardan-Edwall School District, WA",5307210,90714,91861,NA,5.2,6.6,7.6,80.2,19.8,303100
"Renton School District, WA",5307230,94915,111881,NA,4.8,7.3,10.9,55.8,44.2,596800
"Republic School District, WA",5307260,63438,77386,NA,8.6,3.1,22.5,74.4,25.6,246500
"Richland School District, WA",5307320,95014,118284,NA,4.6,5.4,10.1,69,31,367500
"Ridgefield School District, WA",5307350,108920,119294,NA,5.3,3.7,4.7,84.6,15.4,577800
"Ritzville School District, WA",5307380,68173,77321,NA,1,4.9,11,73.7,26.3,168800
"Riverside School District, WA",5307440,69047,72361,NA,2.6,8,13,89.8,10.2,333500
"Riverview School District, WA",5304560,147226,163207,NA,3.8,3.7,1.8,91.1,8.9,753300
"Rochester School District, WA",5307470,92271,97042,NA,3.4,3.8,14,78.4,21.6,362400
"Roosevelt School District, WA",5307530,50625,57500,NA,10.2,28.8,54.2,30.5,69.5,110700
"Rosalia School District, WA",5307560,61250,76250,NA,6.4,6.7,16.5,85.6,14.4,148600
"Royal School District, WA",5307620,65833,70085,NA,4,18.6,15.6,60.9,39.1,164400
"San Juan Island School District, WA",5307650,83929,111532,NA,2.3,6.6,5.5,76.3,23.7,695700
"Satsop School District, WA",5307680,59583,59464,NA,8,4.2,5,71.5,28.5,343800
"Seattle School District, WA",5307710,116036,169768,NA,4.2,4.5,7.4,44.4,55.6,879800
"Sedro-Woolley School District, WA",5307740,80051,86467,NA,4.8,7.1,11.1,72.8,27.2,409400
"Selah School District, WA",5307770,73966,95089,NA,4,6.8,12.5,73.6,26.4,324300
"Selkirk School District, WA",5307800,48750,65417,NA,14,10.1,15.3,72,28,232000
"Sequim School District, WA",5307830,68750,83493,NA,4.2,5.6,9.1,79.2,20.8,420800
"Shaw Island School District, WA",5307860,69750,72083,NA,0,2.5,0,89.3,10.7,675800
"Shelton School District, WA",5307900,70248,78642,NA,5.2,9.3,17.2,70.2,29.8,301700
"Shoreline School District, WA",5307920,116173,144076,NA,4,3.7,7.1,69,31,745700
"Skamania School District, WA",5307950,95341,130000,NA,11.5,0.7,10,85.7,14.3,469100
"Skykomish School District, WA",5307980,72566,72500,NA,7.3,9,3.5,85.4,14.6,413300
"Snohomish School District, WA",5308020,134229,151110,NA,4.6,4.1,3.7,84,16,682800
"Snoqualmie Valley School District, WA",5308040,167575,178788,NA,2.5,3.6,1.8,86.2,13.8,840200
"Soap Lake School District, WA",5308070,66310,75250,NA,9.5,11,23.5,70.6,29.4,181400
"South Bend School District, WA",5308100,52143,67976,NA,4.2,7,28.5,66.7,33.3,227600
"South Kitsap School District, WA",5308160,92275,104181,NA,4.5,4.8,9.5,76.3,23.7,436100
"South Whidbey School District, WA",5308190,93095,120000,NA,4.7,4.8,5.7,84.2,15.8,571000
"Southside School District, WA",5308220,80688,104375,NA,4.8,4,10.6,86.9,13.1,380400
"Spokane Public Schools, WA",5308250,64013,84182,NA,6.3,5.3,19.5,58.6,41.4,288600
"Sprague School District, WA",5308280,70781,72958,NA,9.6,10.2,13.1,86.6,13.4,119000
"St. John School District, WA",5308310,67500,83304,NA,8.2,1.7,13.6,73.5,26.5,212500
"Stanwood-Camano School District, WA",5308340,96025,108085,NA,4,4.3,5.4,84.4,15.6,535300
"Star School District, WA",5308370,NA,NA,NA,2.7,43.8,0,32.1,67.9,258300
"Starbuck School District, WA",5308400,51250,71875,NA,12.8,1.5,29.6,57.7,42.3,154700
"Stehekin School District, WA",5308430,43750,NA,NA,0,0,0,87.5,12.5,604200
"Steilacoom Historical School District, WA",5308460,103903,118160,NA,3.8,3.3,5.7,65.6,34.4,474500
"Steptoe School District, WA",5308490,45000,110357,NA,0,0,1.9,83.3,16.7,263000
"Stevenson-Carson School District, WA",5308520,80719,96250,NA,5.5,7.4,15.4,76.7,23.3,387800
"Sultan School District, WA",5308550,82561,93961,NA,4.9,6.7,7,84,16,414600
"Summit Valley School District, WA",5308580,60278,65987,NA,4.5,5.6,7.4,92.6,7.4,251800
"Sumner School District, WA",5308610,113875,123455,NA,3.9,5.5,6.3,78.4,21.6,484900
"Sunnyside School District, WA",5308670,57534,65916,NA,8,16.1,28.3,64.8,35.2,201800
"Tacoma Public Schools, WA",5308700,80500,98451,NA,5.4,6.8,15.8,58.3,41.7,424900
"Taholah School District, WA",5308730,49000,62500,NA,8.1,18.5,30.1,76.6,23.4,92000
"Tahoma School District, WA",5308760,131831,146860,NA,4,2.6,3.8,86.3,13.7,659700
"Tekoa School District, WA",5308790,54563,68333,NA,2.8,4.6,23.6,72.1,27.9,258300
"Tenino School District, WA",5308820,97389,112261,NA,3.6,5.5,13.2,79.6,20.4,423400
"Thorp School District, WA",5308850,80625,88264,NA,4.7,2.5,2.9,89.4,10.6,409600
"Toledo School District, WA",5308910,80231,105536,NA,4.9,6,5.9,91.5,8.5,339100
"Tonasket School District, WA",5308940,47635,61226,NA,4.8,13.5,16.2,67.8,32.2,198300
"Toppenish School District, WA",5308970,65877,72154,NA,9.4,16.8,26.3,62.6,37.4,206500
"Touchet School District, WA",5309000,81000,87813,NA,3.2,14.2,6.4,74.8,25.2,395500
"Toutle Lake School District, WA",5309030,87050,106667,NA,5.2,4.5,10.8,93.5,6.5,423100
"Trout Lake School District, WA",5309060,78816,78224,NA,0.6,3.6,3.7,85.7,14.3,635300
"Tukwila School District, WA",5308130,71431,82136,NA,6.4,13.7,19.8,38.9,61.1,425900
"Tumwater School District, WA",5309100,88774,106065,NA,4.2,4.2,10.2,68.5,31.5,415700
"Union Gap School District, WA",5309150,55497,56867,NA,11,12.8,32.3,73.3,26.7,167300
"University Place School District, WA",5309180,89686,104008,NA,3.8,4.5,8.2,55.8,44.2,494000
"Valley School District, WA",5309240,58864,68648,NA,1.6,4.7,12.2,88.1,11.9,236600
"Vancouver Public Schools, WA",5309270,81519,98672,NA,5.2,7.6,14.5,56.5,43.5,428000
"Vashon Island School District, WA",5309300,103222,137850,NA,6.6,4.1,9.1,80.9,19.1,675000
"Wahkiakum School District, WA",5309330,61282,67929,NA,2.3,4.8,7,85.7,14.3,332800
"Wahluke School District, WA",5309360,71268,69154,NA,6.2,34.9,16.4,55.6,44.4,391400
"Waitsburg School District, WA",5309390,63450,54844,NA,5.1,7.9,18.7,71.6,28.4,248100
"Walla Walla School District, WA",5309450,61301,83790,NA,5.8,7.6,13,63.6,36.4,330600
"Wapato School District, WA",5309480,60000,62214,NA,11.7,16.7,31.4,56.7,43.3,195200
"Warden School District, WA",5309510,54297,63839,NA,6.1,11.6,17.8,75.6,24.4,186300
"Washougal School District, WA",5309540,102519,115781,NA,5.6,4.2,10.2,82,18,471400
"Washtucna School District, WA",5309570,51250,73125,NA,8.2,3.8,11.6,66.9,33.1,117500
"Waterville School District, WA",5309600,75568,92708,NA,1.6,14.9,9.6,80.8,19.2,236700
"Wellpinit School District, WA",5309630,51250,60833,NA,9.2,20.8,34.2,69,31,145000
"Wenatchee School District, WA",5309660,70746,85649,NA,3.1,8.9,13.5,59.8,40.2,380300
"West Valley School District (Spokane County), WA",5309690,78616,99365,NA,3.1,4.9,12.4,73.4,26.6,299000
"West Valley School District (Yakima County), WA",5309720,80450,89273,NA,6.1,7.4,10.2,78.9,21.1,325100
"White Pass School District, WA",5309750,51121,76094,NA,9.3,3.9,15.5,76.4,23.6,320700
"White River School District, WA",5309780,117950,127936,NA,5.7,4.4,7.1,84,16,475400
"White Salmon Valley School District, WA",5309810,84369,102314,NA,2.4,8,5.8,80.2,19.8,483400
"Wilbur School District, WA",5309840,67981,86607,NA,5.5,0.9,4.3,72.3,27.7,234900
"Willapa Valley School District, WA",5309870,78601,89034,NA,6.2,6.1,11.4,90.2,9.8,243200
"Wilson Creek School District, WA",5309900,38333,58750,NA,3.8,10.4,7,75.4,24.6,169500
"Winlock School District, WA",5309930,75469,76309,NA,7.4,4.1,14,77.5,22.5,321300
"Wishkah Valley School District, WA",5309990,91250,112031,NA,5.9,6.7,10.6,92.1,7.9,318100
"Wishram School District, WA",5310020,41750,43750,NA,17.4,3,42.1,67.4,32.6,159600
"Woodland School District, WA",5310050,86658,92149,NA,4.4,13.7,16,68.6,31.4,437000
"Yakima School District, WA",5310110,51718,57662,NA,8.8,14,28.7,47.9,52.1,206900
"Yelm Community Schools, WA",5310140,90490,104157,NA,6.1,7.1,8.5,82.2,17.8,390700
"Zillah School District, WA",5310170,73873,81537,NA,3.4,11.8,12.2,74,26,349000
"Barbour County School District, WV",5400030,44341,55686,NA,10.1,5.5,15.9,75.1,24.9,119000
"Berkeley County School District, WV",5400060,73619,85110,NA,4.6,6.2,11,75.4,24.6,231600
"Boone County School District, WV",5400090,56182,70401,NA,9.8,5.8,22.1,79.1,20.9,87300
"Braxton County School District, WV",5400120,42245,46045,NA,14.4,9.7,15.8,81.5,18.5,95100
"Brooke County School District, WV",5400150,51963,73380,NA,5.7,5.4,16.1,74.7,25.3,115000
"Cabell County School District, WV",5400180,48944,68234,NA,6.1,7.5,15.8,64.6,35.4,144200
"Calhoun County School District, WV",5400210,39031,47735,NA,12.2,9.1,23.9,78.1,21.9,111000
"Clay County School District, WV",5400240,41530,55011,NA,11.2,5,28.7,81.8,18.2,100800
"Doddridge County School District, WV",5400270,56587,72813,NA,4.3,8.2,8.5,89.9,10.1,147300
"Fayette County School District, WV",5400300,50090,61952,NA,7.5,8,23.2,75.7,24.3,103200
"Gilmer County School District, WV",5400330,51552,64795,NA,7.1,7.8,14.7,74.3,25.7,89800
"Grant County School District, WV",5400360,52877,69000,NA,5.3,8.5,13.8,80.3,19.7,150000
"Greenbrier County School District, WV",5400390,45519,61170,NA,4.3,7.1,16.2,74.9,25.1,130400
"Hampshire County School District, WV",5400420,55222,68312,NA,8.5,12.1,12.9,81.3,18.7,184800
"Hancock County School District, WV",5400450,57515,76098,NA,8.5,9.2,16.1,73.5,26.5,111700
"Hardy County School District, WV",5400480,49205,57922,NA,4.6,5.2,16.5,77.4,22.6,153300
"Harrison County School District, WV",5400510,56184,77645,NA,5.3,7,13.2,73.7,26.3,146900
"Jackson County School District, WV",5400540,55173,72829,NA,3.6,5.8,19,76.7,23.3,148200
"Jefferson County School District, WV",5400570,93744,113853,NA,4.9,5.8,11.2,79.6,20.4,303400
"Kanawha County School District, WV",5400600,55226,72983,NA,5.4,5.3,15.5,69.7,30.3,131200
"Lewis County School District, WV",5400630,50552,69138,NA,8.7,6.1,22.1,72.7,27.3,134100
"Lincoln County School District, WV",5400660,50985,56184,NA,5.9,4.5,25.1,77.9,22.1,94500
"Logan County School District, WV",5400690,42194,51057,NA,13.3,7.3,27.7,75.7,24.3,101200
"Marion County School District, WV",5400720,59974,76710,NA,6.4,7.2,15.4,75.3,24.7,147600
"Marshall County School District, WV",5400750,58129,70136,NA,3.9,6.4,17.4,79.6,20.4,130500
"Mason County School District, WV",5400780,53058,70809,NA,2.9,6.4,16.2,84.2,15.8,118100
"McDowell County School District, WV",5400810,28235,37380,NA,15.1,7.2,37.3,77.1,22.9,47500
"Mercer County School District, WV",5400840,46409,63142,NA,4.2,6.4,23.4,70,30,115100
"Mineral County School District, WV",5400870,64728,84081,NA,5.8,5.4,14.9,81,19,162400
"Mingo County School District, WV",5400900,38305,51270,NA,11.2,7.1,34.3,72.6,27.4,89700
"Monongalia School District, WV",5400930,60893,99540,NA,5.7,5.3,8.3,57,43,242100
"Monroe County School District, WV",5400960,52392,65034,NA,10.6,11.1,15,81.7,18.3,138400
"Morgan County School District, WV",5400990,61021,73192,NA,5.1,7.3,12,84.3,15.7,212500
"Nicholas County School District, WV",5401020,48826,64918,NA,6.6,5.4,22.6,80.2,19.8,110600
"Ohio County School District, WV",5401050,55521,85875,NA,5.3,4.6,16,68.4,31.6,153000
"Pendleton County School District, WV",5401080,52458,63016,NA,7.3,7.1,12.9,82.8,17.2,169200
"Pleasants County School District, WV",5401110,59666,76622,NA,7.2,9.1,13.9,85.5,14.5,121100
"Pocahontas County School District, WV",5401140,41680,60893,NA,8,5.4,20.9,84.4,15.6,129500
"Preston County School District, WV",5401170,60136,73144,NA,7.2,6.6,17.4,80.7,19.3,147400
"Putnam County School District, WV",5401200,75725,90102,NA,3.8,5.3,11.2,82.1,17.9,202300
"Raleigh County School District, WV",5401230,47975,65294,NA,7.1,4.8,19.2,75.1,24.9,132300
"Randolph County School District, WV",5401260,51186,64084,NA,7.3,7.7,16.3,74.4,25.6,128700
"Ritchie County School District, WV",5401290,48973,59295,NA,3.6,7.1,16.5,83.9,16.1,105200
"Roane County School District, WV",5401320,41299,50082,NA,11.7,6.8,22.7,74,26,117700
"Summers County School District, WV",5401350,42991,61955,NA,7.6,5.7,23.7,78.9,21.1,123400
