district_name,district_geoid,median_household_income,median_family_income,labor_force_pct,unemployment_pct,uninsured_pct,snap_pct,owner_occ_pct,renter_occ_pct,median_home_value
"Sabine Parish School District, LA",2201380,40777,57847,NA,7.5,9.7,21.3,73.3,26.7,112300
"St. Bernard Parish School District, LA",2201410,55857,66964,NA,8,8.1,22.9,71.9,28.1,184000
"St. Charles Parish School District, LA",2201440,79191,94964,NA,6.7,6.1,9.7,82.6,17.4,248600
"St. Helena Parish School District, LA",2201470,46402,56836,NA,21.5,9.1,26.5,76.5,23.5,104700
"St. James Parish School District, LA",2201500,62946,84091,NA,3.6,6.1,13.1,84.2,15.8,185200
"St. John the Baptist Parish School District, LA",2201530,65114,75517,NA,9.3,6.8,18.4,77.5,22.5,173200
"St. Landry Parish School District, LA",2201560,44478,53278,NA,6.9,8.8,20.6,68.6,31.4,148400
"St. Martin Parish School District, LA",2201590,50806,66417,NA,6.2,7.9,19.1,78.2,21.8,139900
"St. Mary Parish School District, LA",2201620,47322,63102,NA,5.9,6.2,22.8,69.5,30.5,128000
"St. Tammany Parish School District, LA",2201650,76914,92115,NA,5.2,6.9,7.7,79.1,20.9,262400
"Tangipahoa Parish School District, LA",2201680,55274,69080,NA,5.6,7.5,19.2,72.7,27.3,193300
"Tensas Parish School District, LA",2201710,35653,51447,NA,12.4,8.4,28.4,68.5,31.5,78300
