district_key,total_rev_2122,total_exp_2122,cap_outlay_2122,debt_out_end_2122,debt_out_start_2122,debt_issued_2122,debt_retired_2122,debt_service_funds_2122,bond_funds_2122,other_funds_2122,GeoId,debt_district_only,debt_expanded
SALIDA SCHOOL DISTRICT NO. R-32 | COLORADO,22816000,21854000,2774000,19882000,18981000,2245000,1344000,1973000,0,9189000,0806330,19882000,31044000
SALIDA UNION ELEMENTARY | CALIFORNIA,41954000,43899000,3758000,15998000,16308000,0,310000,782000,4177000,18574000,0633900,15998000,39531000
SALINA | OKLAHOMA,9748000,9863000,131000,1230000,0,1230000,0,0,0,0,4026730,1230000,1230000
SALINA | KANSAS,146236000,138975000,4364000,99700000,105545000,0,5845000,5985000,0,36481000,2011370,99700000,142166000
SALINAS CITY ELEMENTARY | CALIFORNIA,164068000,150221000,7710000,59405000,60902000,0,1498000,2446000,6132000,58636000,0633930,59405000,126619000
SALINAS UNION HIGH | CALIFORNIA,298053000,287370000,29567000,141223000,143002000,807000,2585000,3942000,36011000,161943000,0633980,141223000,343119000
SALINE AREA SCHOOLS | MICHIGAN,96266000,87772000,6453000,102706000,115286000,0,11638000,498000,10359000,15579000,2630660,102706000,129142000
SALISBURY R-IV | MISSOURI,8287000,6775000,337000,106000,133000,0,28000,0,0,5333000,2927520,106000,5439000
SALISBURY SCHOOL DISTRICT | VERMONT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0903930,NA,0
SALISBURY SCHOOL DISTRICT | CONNECTICUT,9372000,9351000,61000,2053000,2175000,0,122000,0,0,0,0903930,2053000,2053000
SALISBURY TOWNSHIP SD | PENNSYLVANIA,46160000,42105000,2603000,36565000,37961000,18275000,19670000,0,719000,13628000,4220730,36565000,50912000
SALISBURY-ELK LICK SD | PENNSYLVANIA,6467000,6375000,339000,18000,0,19000,1000,0,493000,2869000,4220760,18000,3380000
SALLIE B HOWARD SCHOOL | NORTH CAROLINA,14872000,18415000,3729000,0,0,0,0,0,0,7847000,3700049,0,7847000
SALLISAW | OKLAHOMA,19879000,21593000,1478000,0,0,990000,990000,977000,990000,7506000,4026790,0,9473000
SALMON DISTRICT | IDAHO,7812000,7659000,233000,0,0,0,0,0,190000,4669000,1602850,0,4859000
SALMON RIVER CENTRAL SCHOOL DISTRICT | NEW YORK,51475000,60498000,13801000,18930000,22400000,475000,3755000,0,10116000,13225000,3625500,18930000,42271000
SALMON RIVER JOINT SCHOOL DISTRICT | IDAHO,3115000,3171000,98000,0,0,0,0,0,179000,1868000,1600138,0,2047000
SALOME CONSOLIDATED ELEMENTARY DISTRICT (4514) | ARIZONA,2441000,2143000,83000,0,0,0,0,0,0,0,0400005,0,0
SALT CREEK SD 48 | ILLINOIS,18700000,13694000,206000,2260000,4156000,0,1896000,1920000,273000,14816000,1735220,2260000,19269000
SALT FORK CUSD 512 | ILLINOIS,12547000,11948000,99000,10765000,520000,10315000,70000,6000,8000,15348000,1701418,10765000,26127000
SALT LAKE ACADEMY HIGH SCHOOL | UTAH,4194000,3967000,142000,0,0,0,0,0,0,428000,4900197,0,428000
SALT LAKE ARTS ACADEMY | UTAH,4053000,3919000,130000,0,0,0,0,0,0,1566000,4900018,0,1566000
SALT LAKE CENTER FOR SCIENCE EDUCATION | UTAH,4222000,4140000,4000,0,0,0,0,0,0,859000,4900123,0,859000
SALT LAKE DISTRICT | UTAH,300989000,290000000,20902000,0,0,0,0,5262000,97629000,97160000,4900870,0,200051000
SALT LAKE SCHOOL FOR THE PERFORMING ARTS | UTAH,2542000,2775000,9000,0,0,0,0,0,0,985000,4900050,0,985000
SALT RIVER PIMA-MARICOPA COMMUNITY SCHOOLS (4320) | ARIZONA,3288000,2576000,0,0,0,0,0,0,0,0,0400047,0,0
SALTILLO ISD | TEXAS,5166000,4822000,324000,0,0,0,0,0,0,3860000,4838610,0,3860000
SALUDA 01 | SOUTH CAROLINA,34183000,29615000,529000,6046000,7879000,633000,2466000,0,0,20466000,4503460,6046000,26512000
SALUND 10 | NORTH DAKOTA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3810260,NA,0
SAM HOUSTON STATE UNIVERSITY CHARTER SCHOOL | TEXAS,4146000,3596000,0,0,0,0,0,0,0,2093000,4801454,0,2093000
SAM RAYBURN ISD | TEXAS,8086000,8602000,1481000,3223000,3355000,0,132000,0,0,7005000,4838640,3223000,10228000
SAMNORWOOD ISD | TEXAS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4846410,NA,0
SAMPSON COUNTY SCHOOLS | NORTH CAROLINA,104641000,103814000,1699000,73783000,77353000,0,3570000,0,0,15109000,3704140,73783000,88892000
SAMUEL J GREEN CHARTER SCHOOL | LOUISIANA,11751000,10357000,0,0,0,0,0,0,0,1118000,2200259,0,1118000
SAMUELI ACADEMY DISTRICT | CALIFORNIA,12647000,11586000,55000,0,0,0,0,0,0,0,0602051,0,0
SAN ANGELO ISD | TEXAS,167238000,140181000,966000,81295000,86885000,0,5590000,0,0,51992000,4838700,81295000,133287000
SAN ANTONIO ISD | TEXAS,793855000,804430000,122762000,1488520000,1245360000,287895000,44735000,93348000,286280000,94642000,4838730,1488520000,1962790000
SAN ANTONIO PREPARATORY ACADEMY | TEXAS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4801472,NA,0
SAN ANTONIO PREPARATORY SCHOOLS | TEXAS,3623000,3542000,0,0,0,0,0,0,0,329000,4801472,0,329000
SAN ANTONIO ROP | CALIFORNIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0600114,NA,0
SAN ANTONIO ROP | CALIFORNIA,366000,214000,25000,0,0,0,0,0,0,295000,0600114,0,295000
SAN ANTONIO UNION ELEMENTARY | CALIFORNIA,2880000,2344000,0,2198000,2115000,86000,3000,49000,8000,1968000,0634050,2198000,4223000
SAN ARDO UNION ELEMENTARY | CALIFORNIA,3238000,4660000,2074000,3290000,3800000,134000,644000,572000,591000,1014000,0634080,3290000,5467000
SAN AUGUSTINE ISD | TEXAS,14009000,11658000,464000,8180000,9870000,3035000,4725000,4669000,0,3249000,4838760,8180000,16098000
SAN BENITO CISD | TEXAS,153159000,144378000,11221000,87585000,91950000,0,4365000,0,23314000,46395000,4838790,87585000,157294000
SAN BENITO COUNTY OFFICE OF EDUCATION | CALIFORNIA,22968000,18921000,14000,0,0,0,0,0,16000,18155000,0691028,0,18171000
SAN BENITO HIGH | CALIFORNIA,60464000,60116000,6500000,98868000,99378000,0,510000,3200000,0,27422000,0634140,98868000,129490000
SAN BERNARDINO CITY UNIFIED | CALIFORNIA,971695000,948041000,71835000,409839000,419198000,4831000,14190000,28319000,55354000,399987000,0634170,409839000,893499000
SAN BERNARDINO COUNTY OFFICE OF EDUCATION | CALIFORNIA,563495000,527013000,3489000,0,0,0,0,0,0,159328000,0691029,0,159328000
SAN BERNARDINO COUNTY ROP | CALIFORNIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0600132,NA,0
SAN BERNARDINO COUNTY ROP | CALIFORNIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0600132,NA,0
SAN BRUNO PARK ELEMENTARY | CALIFORNIA,45869000,62822000,27623000,65464000,56616000,14000000,5152000,5715000,37091000,22397000,0634230,65464000,130667000
SAN CARLOS CHARTER LEARNING CENTER DISTRICT | CALIFORNIA,5446000,5469000,1000,0,0,0,0,0,0,0,0601842,0,0
SAN CARLOS ELEMENTARY | CALIFORNIA,61913000,50327000,1134000,119306000,119306000,0,0,6339000,186000,20962000,0634290,119306000,146793000
SAN CARLOS UNIFIED DISTRICT (4210) | ARIZONA,29240000,28686000,4724000,0,0,0,0,0,0,28247000,0406960,0,28247000
SAN DIEGO COOPERATIVE CHARTER DISTRICT | CALIFORNIA,5047000,4833000,95000,0,0,0,0,0,0,0,0601809,0,0
SAN DIEGO COUNTY OFFICE OF EDUCATION | CALIFORNIA,650093000,573720000,3224000,0,0,0,0,0,0,334418000,0691030,0,334418000
SAN DIEGO COUNTY ROP | CALIFORNIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0600138,NA,0
SAN DIEGO COUNTY ROP | CALIFORNIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0600138,NA,0
SAN DIEGO GLOBAL VISION ACADEMY DISTRICT | CALIFORNIA,5443000,5323000,129000,0,0,0,0,0,0,0,0601483,0,0
SAN DIEGO ISD | TEXAS,24127000,23521000,2609000,22730000,23560000,0,830000,2525000,2653000,4985000,4838820,22730000,32893000
SAN DIEGO MISSION ACADEMY DISTRICT | CALIFORNIA,2751000,2458000,0,0,0,0,0,0,0,391000,0602294,0,391000
SAN DIEGO UNIFIED | CALIFORNIA,2543224000,2561823000,619292000,5547869000,5186534000,1091367000,730031000,523478000,1085517000,520702000,0634320,5547869000,7677566000
SAN DIEGO VIRTUAL DISTRICT | CALIFORNIA,5072000,5031000,84000,0,0,0,0,0,0,0,0601893,0,0
SAN DIEGO WORKFORCE INNOVATION HIGH DISTRICT | CALIFORNIA,41723000,40046000,0,0,0,0,0,0,0,6556000,0602108,0,6556000
SAN DIEGUITO UNION HIGH | CALIFORNIA,224800000,211293000,20419000,450334000,457595000,0,7261000,17537000,87275000,100460000,0634380,450334000,655606000
SAN ELIZARIO ISD | TEXAS,49551000,45677000,1215000,25065000,25755000,5565000,6255000,0,0,12816000,4838850,25065000,37881000
SAN FELIPE-DEL RIO CISD | TEXAS,135393000,133343000,13960000,50935000,55020000,0,4085000,737000,11147000,46039000,4838900,50935000,108858000
SAN FERNANDO ELEMENTARY DISTRICT (4414) | ARIZONA,408000,521000,20000,0,0,0,0,0,0,0,0407380,0,0
SAN FRANCISCO COUNTY OFFICE OF EDUCATION | CALIFORNIA,22513000,18222000,0,0,0,0,0,0,0,218000,0691111,0,218000
SAN FRANCISCO COUNTY ROP | CALIFORNIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0600139,NA,0
SAN FRANCISCO COUNTY ROP | CALIFORNIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0600139,NA,0
SAN FRANCISCO UNIFIED | CALIFORNIA,1532567000,1332155000,116341000,1118600000,969800000,406300000,257500000,78880000,360031000,421265000,0634410,1118600000,1978776000
SAN GABRIEL ELEMENTARY | CALIFORNIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0634290,NA,0
SAN GABRIEL UNIFIED | CALIFORNIA,91992000,83801000,2082000,102394000,99982000,6326000,3914000,6489000,7485000,17137000,0634425,102394000,133505000
SAN GABRIEL VALLEY REGIONAL OCCUPATIONAL PROGRAM | CALIFORNIA,14668000,11536000,258000,0,0,0,0,0,0,11161000,0600105,0,11161000
SAN GABRIEL VALLEY REGIONAL OCCUPATIONAL PROGRAM | CALIFORNIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0600105,NA,0
SAN ISIDRO ISD | TEXAS,4477000,4339000,154000,0,0,0,0,0,0,1356000,4838910,0,1356000
SAN JACINTO UNIFIED | CALIFORNIA,203263000,186779000,6931000,96714000,100202000,0,3488000,6720000,5945000,70183000,0634440,96714000,179562000
SAN JACINTO VALLEY ACADEMY DISTRICT | CALIFORNIA,18841000,16019000,73000,0,0,0,0,0,0,0,0602390,0,0
SAN JOAQUIN COUNTY OFFICE OF EDUCATION | CALIFORNIA,321153000,297184000,12135000,0,0,0,0,0,0,180768000,0691031,0,180768000
SAN JOAQUIN COUNTY ROP | CALIFORNIA,3634000,3787000,47000,0,0,0,0,0,0,1154000,0600140,0,1154000
SAN JOAQUIN COUNTY ROP | CALIFORNIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0600140,NA,0
SAN JOAQUIN DATA PROCESSING JPA | CALIFORNIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0601369,NA,0
SAN JOAQUIN ELEMENTARY | CALIFORNIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0636570,NA,0
SAN JON | NEW MEXICO,2869000,2726000,26000,824000,892000,0,68000,119000,454000,491000,3502340,824000,1888000
SAN JOSE CHARTER ACADEMY DISTRICT | CALIFORNIA,15045000,15858000,0,0,0,0,0,0,0,7608000,0601695,0,7608000
SAN JOSE CONSERVATION CORPS CHARTER DISTRICT | CALIFORNIA,2280000,2244000,281000,0,0,0,0,0,0,0,0601697,0,0
SAN JOSE SCHOOLS | FLORIDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1202017,NA,0
SAN JOSE UNIFIED | CALIFORNIA,532224000,450328000,18369000,581003000,606968000,4822000,30787000,38695000,74516000,213082000,0634590,581003000,907296000
SAN JUAN BOCES | COLORADO,8557000,8464000,153000,0,0,0,0,0,0,575000,0899300,0,575000
SAN JUAN BOCES AU | COLORADO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0800253,NA,0
SAN JUAN DISTRICT | UTAH,58736000,51047000,3551000,0,0,0,0,0,25045000,28428000,4900900,0,53473000
SAN JUAN ISLAND SCHOOL DISTRICT | WASHINGTON,14887000,14740000,896000,2000000,2000000,0,0,492000,1526000,881000,5307650,2000000,4899000
SAN JUAN UNIFIED | CALIFORNIA,792428000,720154000,95726000,752169000,666806000,150000000,64637000,107167000,237921000,176456000,0634620,752169000,1273713000
SAN JUAN UNION ELEMENTARY | CALIFORNIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0634770,NA,0
SAN LEANDRO UNIFIED | CALIFORNIA,173915000,171280000,20444000,299866000,316757000,0,16890000,23608000,63862000,48882000,0634680,299866000,436218000
SAN LORENZO UNIFIED | CALIFORNIA,170354000,160763000,19259000,185940000,198030000,0,12090000,10186000,47196000,76039000,0634710,185940000,319361000
SAN LORENZO VALLEY UNIFIED | CALIFORNIA,60297000,40286000,5091000,63600000,63600000,0,0,6618000,43043000,24766000,0634740,63600000,138027000
SAN LUCAS UNION ELEMENTARY | CALIFORNIA,1940000,1967000,96000,0,0,0,0,0,0,1318000,0634770,0,1318000
SAN LUIS COASTAL UNIFIED | CALIFORNIA,137317000,159587000,28623000,158628000,163060000,0,4432000,12487000,36131000,42775000,0634800,158628000,250021000
SAN LUIS OBISPO COUNTY OFFICE OF EDUCATION | CALIFORNIA,77081000,61548000,766000,0,21000,0,21000,0,0,21647000,0691032,0,21647000
SAN LUIS VALLEY BOCES | COLORADO,4952000,5054000,0,0,0,0,0,0,0,3769000,0899320,0,3769000
SAN LUIS VALLEY BOCES AU | COLORADO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0800261,NA,0
SAN MARCOS CISD | TEXAS,125088000,111718000,5907000,198735000,209155000,9885000,20305000,21723000,6138000,60225000,4838970,198735000,286821000
SAN MARCOS UNIFIED | CALIFORNIA,346035000,334418000,40378000,430282000,431416000,8452000,9586000,15154000,0,176410000,0634880,430282000,621846000
SAN MARINO UNIFIED | CALIFORNIA,55869000,45104000,1111000,26136000,31276000,0,5140000,5548000,0,22660000,0634860,26136000,54344000
SAN MATEO COUNTY OFFICE OF EDUCATION | CALIFORNIA,216933000,190669000,5780000,0,0,0,0,0,0,175452000,0691033,0,175452000
SAN MATEO COUNTY ROP | CALIFORNIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0600138,NA,0
SAN MATEO COUNTY ROP | CALIFORNIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0600138,NA,0
SAN MATEO UNION HIGH | CALIFORNIA,279375000,282959000,47676000,664626000,689771000,0,25145000,52767000,220929000,86446000,0634980,664626000,1024768000
SAN MATEO-FOSTER CITY | CALIFORNIA,221293000,231726000,40396000,452902000,479771000,0,26869000,37372000,116442000,104380000,0634920,452902000,711096000
SAN MIGUEL JOINT UNION | CALIFORNIA,11503000,11851000,1515000,11071000,8642000,3224000,795000,1409000,5364000,5704000,0635010,11071000,23548000
SAN PASQUAL UNION ELEMENTARY | CALIFORNIA,8261000,7437000,572000,292000,425000,22000,155000,191000,0,5074000,0635040,292000,5557000
SAN PASQUAL VALLEY UNIFIED | CALIFORNIA,24797000,25548000,7608000,5878000,5862000,404000,387000,360000,242000,11904000,0635070,5878000,18384000
SAN PERLITA ISD | TEXAS,5957000,6271000,915000,5060000,5275000,0,215000,310000,0,3516000,4839000,5060000,8886000
SAN RAFAEL CITY ELEMENTARY | CALIFORNIA,88449000,84586000,6543000,126933000,132581000,0,5649000,10383000,4714000,32826000,0635090,126933000,174856000
SAN RAFAEL CITY HIGH | CALIFORNIA,59439000,85246000,31756000,165383000,170444000,0,5061000,11105000,24480000,14282000,0635110,165383000,215250000
SAN RAMON VALLEY UNIFIED | CALIFORNIA,474463000,450032000,22319000,424850000,422840000,28365000,26355000,55421000,55606000,82964000,0635130,424850000,618841000
SAN SABA ISD | TEXAS,12198000,10482000,248000,3061000,3685000,0,624000,3313000,0,5418000,4839030,3061000,11792000
SAN SIMON UNIFIED DISTRICT (4172) | ARIZONA,2589000,2641000,234000,0,0,0,0,0,0,0,0407430,0,0
SAN TAN MONTESSORI SCHOOL INC. (89798) | ARIZONA,11478000,9058000,360000,0,0,0,0,0,0,0,0400775,0,0
SAN VICENTE ISD | TEXAS,1444000,1292000,94000,0,0,0,0,0,0,1470000,4839060,0,1470000
SAN YSIDRO ELEMENTARY | CALIFORNIA,99896000,75471000,1147000,174181000,185541000,0,11360000,12744000,19971000,33620000,0635220,174181000,240516000
SANBORN CENTRAL SCHOOL DISTRICT 55-5 | SOUTH DAKOTA,3607000,3259000,186000,0,8000,0,8000,0,0,2103000,4603932,0,2103000
SANBORN REGIONAL SCHOOL DISTRICT | NEW HAMPSHIRE,34768000,33472000,841000,2745000,3753000,0,1008000,0,0,3382000,3306080,2745000,6127000
SAND CREEK COMMUNITY SCHOOLS | MICHIGAN,10834000,10885000,702000,0,0,0,171000,0,114000,2769000,2630780,0,2883000
SAND CREEK PUBLIC SCHOOL | NEBRASKA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3169840,NA,0
SAND RIDGE PUBLIC SCHOOL | NEBRASKA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3177190,NA,0
SAND SPRINGS | OKLAHOMA,55154000,55979000,5321000,70000,0,4925000,4855000,0,0,0,4026880,70000,70000
SAND SPRINGS ELEM | MONTANA,122000,141000,11000,0,0,0,0,0,0,18000,3012060,0,18000
SANDERS | MONTANA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3000073,NA,0
SANDERS UNIFIED DISTRICT (4156) | ARIZONA,13881000,14552000,1704000,0,0,0,0,0,0,0,0406740,0,0
SANDGATE SCHOOL DISTRICT | VERMONT,854000,936000,0,0,0,0,0,0,0,0,5007170,0,0
SANDHILLS PUBLIC SCHOOLS | NEBRASKA,3308000,3594000,716000,0,85000,0,85000,0,765000,1462000,3176380,0,2227000
SANDHILLS THEATRE ARTS RENAISS | NORTH CAROLINA,7706000,6883000,138000,0,0,0,0,0,0,1913000,3700091,0,1913000
SANDOVAL ACADEMY OF BILINGUAL EDUCATION | NEW MEXICO,2706000,2690000,165000,0,0,0,0,0,69000,544000,3500172,0,613000
SANDOVAL CUSD 501 | ILLINOIS,8242000,7006000,957000,793000,506000,425000,139000,13000,241000,6726000,1735310,793000,7773000
SANDPOINT CHARTER SCHOOL INC. | IDAHO,3126000,2985000,26000,2500000,0,0,98000,0,0,1530000,1600165,2500000,4030000
SANDRIDGE PUBLIC SCHOOL | NEBRASKA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3170050,NA,0
SANDRIDGE SD 172 | ILLINOIS,7692000,5815000,220000,1440000,1535000,0,95000,347000,161000,9076000,1735340,1440000,11024000
SANDS CISD | TEXAS,8696000,15298000,38000,0,0,0,0,0,0,21562000,4839120,0,21562000
SANDUSKY | OHIO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3904474,NA,0
SANDUSKY CITY | OHIO,64764000,66706000,9374000,29243000,30451000,0,1208000,1958000,6764000,13397000,3904474,29243000,51362000
SANDUSKY COMMUNITY SCHOOL DISTRICT | MICHIGAN,14319000,12627000,271000,1725000,2674000,0,946000,107000,673000,3131000,2630840,1725000,5636000
SANDWICH | MASSACHUSETTS,57499000,62875000,752000,2385000,2385000,0,0,0,0,0,2510470,2385000,2385000
SANDWICH CUSD 430 | ILLINOIS,30828000,28516000,210000,3312000,1885000,2973000,767000,361000,0,6642000,1735370,3312000,10315000
SANDY CREEK CENTRAL SCHOOL DISTRICT | NEW YORK,28053000,31617000,9359000,15796000,946000,15065000,215000,482000,3163000,8490000,3625650,15796000,27931000
SANDY CREEK SCHOOLS | NEBRASKA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3172210,NA,0
SANDY VALLEY LOCAL | OHIO,22636000,24191000,1280000,7240000,8370000,0,1130000,358000,605000,9199000,3904994,7240000,17402000
SANDYSTON-WALPACK CONSOLIDATED SCHOOL DISTRICT | NEW JERSEY,3671000,3566000,19000,0,0,0,0,0,0,1307000,3414610,0,1307000
SANFORD PUBLIC SCHOOLS | MAINE,70287000,64980000,4697000,132056000,139710000,293000,7947000,0,3317000,10020000,2310500,132056000,145393000
SANFORD SCHOOL DISTRICT NO. 6 IN THE COUNTY OF CONEJOS AND | COLORADO,5615000,5045000,219000,717000,774000,0,57000,185000,0,5405000,0806390,717000,6307000
SANFORD-FRITCH ISD | TEXAS,10578000,10092000,108000,6729000,7012000,0,284000,0,0,3494000,4839150,6729000,10223000
SANGAMON AREA SPEC ED DIST | ILLINOIS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1700116,NA,0
SANGAMON AREA SPEC ED DIST | ILLINOIS,15111000,15124000,140000,0,0,0,0,0,0,2710000,1700116,0,2710000
SANGAMON ROE | ILLINOIS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1700198,NA,0
SANGAMON VALLEY CUSD 9 | ILLINOIS,12671000,10739000,205000,8220000,8460000,0,240000,52000,980000,5325000,1700324,8220000,14577000
SANGER ISD | TEXAS,37629000,42148000,1301000,142825000,18049000,125365000,589000,0,130064000,15128000,4839180,142825000,288017000
SANGER UNIFIED | CALIFORNIA,250142000,252805000,52366000,382950000,274518000,132664000,24232000,17241000,55195000,215979000,0635250,382950000,671365000
SANGRE DE CRISTO SCHOOL DISTRICT NO. RE-22J | COLORADO,4887000,4919000,397000,2125000,2345000,0,220000,514000,0,2509000,0806420,2125000,5148000
SANILAC ISD | MICHIGAN,14177000,13817000,617000,0,0,0,20000,0,0,5206000,2680965,0,5206000
SANKOFA ACADEMY CS | PENNSYLVANIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4200885,NA,0
SANKOFA CHARTER | OKLAHOMA,587000,635000,0,0,0,0,0,0,0,0,4000772,0,0
SANKOFA FREEDOM ACADEMY CS | PENNSYLVANIA,13653000,13742000,1147000,3889000,3484000,610000,205000,0,0,2755000,4200816,3889000,6644000
SANTA ANA UNIFIED | CALIFORNIA,972026000,876091000,60723000,501376000,515569000,28369000,42562000,40537000,45200000,343587000,0635310,501376000,930700000
SANTA ANNA ISD | TEXAS,5054000,4761000,815000,750000,815000,0,65000,0,0,5142000,4839210,750000,5892000
SANTA BARBARA COUNTY OFFICE OF EDUCATION | CALIFORNIA,114323000,92016000,1682000,0,0,0,0,0,0,83717000,0691034,0,83717000
SANTA BARBARA COUNTY ROP | CALIFORNIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0600133,NA,0
SANTA BARBARA COUNTY ROP | CALIFORNIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0600133,NA,0
SANTA BARBARA COUNTY SELPA JPA | CALIFORNIA,64236000,64500000,0,0,0,0,0,0,0,4498000,0601404,0,4498000
SANTA BARBARA SECONDARY | CALIFORNIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0600133,NA,0
SANTA BARBARA UNIFIED | CALIFORNIA,253970000,254238000,26713000,316036000,327261000,0,11225000,28913000,30416000,61925000,0601414,316036000,437290000
SANTA CLARA COUNTY OFFICE OF EDUCATION | CALIFORNIA,373934000,335137000,7208000,2061000,3031000,0,970000,0,0,159980000,0691035,2061000,162041000
SANTA CLARA COUNTY ROP | CALIFORNIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0600137,NA,0
SANTA CLARA COUNTY ROP | CALIFORNIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0600137,NA,0
SANTA CLARA ELEMENTARY | CALIFORNIA,778000,778000,0,0,0,0,0,0,0,1335000,0635490,0,1335000
SANTA CLARA UNIFIED | CALIFORNIA,456228000,531895000,152961000,968138000,1015240000,6488000,53590000,72339000,211180000,316080000,0635430,968138000,1567737000
SANTA CLARITA VALLEY INTERNATIONAL DISTRICT | CALIFORNIA,9643000,9835000,195000,0,0,0,0,0,0,0,0602137,0,0
SANTA CLARITA VLLY SCH FOOD SVS AGENCY JPA | CALIFORNIA,15509000,11882000,127000,0,0,0,0,0,0,7596000,0601361,0,7596000
SANTA CRUZ CITY ELEMENTARY | CALIFORNIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0635590,NA,0
SANTA CRUZ CITY ELEMENTARY/HIGH | CALIFORNIA,135467000,125547000,20101000,154655000,163031000,0,8376000,14869000,5936000,52677000,0601327,154655000,228137000
SANTA CRUZ CITY HIGH | CALIFORNIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0635600,NA,0
SANTA CRUZ COUNTY OFFICE OF EDUCATION | CALIFORNIA,66696000,62932000,829000,7410000,7790000,0,380000,0,0,48416000,0691036,7410000,55826000
SANTA CRUZ COUNTY REGIONAL SCHOOL DISTRICT (85848) | ARIZONA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0400434,NA,0
SANTA CRUZ COUNTY ROP | CALIFORNIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0600143,NA,0
SANTA CRUZ COUNTY ROP | CALIFORNIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0600143,NA,0
SANTA CRUZ COUNTY SHERIFF'S OFFICE (79473) | ARIZONA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0400777,NA,0
SANTA CRUZ ELEMENTARY DISTRICT (4459) | ARIZONA,3240000,4498000,343000,0,0,0,0,0,0,0,0407500,0,0
SANTA CRUZ ISD | TEXAS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4839270,NA,0
SANTA CRUZ VALLEY OPPORTUNITIES IN EDUCATION INC. (79066) | ARIZONA,1190000,1581000,793000,0,0,0,0,0,0,117000,0400264,0,117000
SANTA CRUZ VALLEY UNIFIED DISTRICT (4458) | ARIZONA,57556000,57039000,22304000,18985000,15355000,5355000,1725000,0,0,0,0407520,18985000,18985000
SANTA CRUZ VALLEY UNION HIGH SCHOOL DISTRICT (4454) | ARIZONA,6604000,6783000,1431000,4015000,4525000,0,510000,0,0,0,0407530,4015000,4015000
SANTA FE | NEW MEXICO,227031000,203378000,40246000,250550000,243000000,41000000,33450000,37168000,18778000,7993000,3502370,250550000,314489000
SANTA FE ISD | TEXAS,62332000,60106000,1218000,74780000,78670000,0,3890000,7844000,0,9506000,4839270,74780000,92130000
SANTA FE R-X | MISSOURI,5521000,5271000,424000,3305000,3485000,0,180000,400000,0,2320000,2903000,3305000,6025000
SANTA FE SOUTH (CHARTER) | OKLAHOMA,39358000,38432000,443000,0,0,0,0,0,0,0,4000796,0,0
SANTA FE SOUTH ES (CHARTER) | OKLAHOMA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4000796,NA,0
SANTA FE SOUTH HS (CHARTER) | OKLAHOMA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4000796,NA,0
SANTA FE SOUTH MS (CHARTER) | OKLAHOMA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4000796,NA,0
